player,team,status,severity,expected_return,source_index,source_title,confidence,source_link,recorded_at
Rodrygo,Brazil,OUT,,,20,Why is Rodrygo not playing the 2026 World Cup with Brazil? - bolavip.com,0.72,https://news.google.com/rss/articles/CBMilAFBVV95cUxOQWtWZ2VCeTFkNm5OZEtJal9kR09MUkpmYkF5bTFkVzFNUjVZMjlWT0trblUzWldyUHJSdTRPX3BlQndYZGZjNWQ5LWQ1RElHMzBEcTJpTU9LQURiX203XzliUGJ3VmVxUTQ5aHJ1ZGlpeG90SXFyMzVOQU9HV1FRTDNycldGSEJFSWN6WjEyd0lEejJ30gGaAUFVX3lxTE92bG1IdEpVMHh5VXY3U28tN3cxZzkzOE03SnFxRkJvSEkzV29kSUF1Q0lGeHlTN2NidDc1NkhzTW5abHRYcWNlSE45aEVpMXpoVTdJTFZqMFVyNmluNEdWLUpSTlJLMkZNZjhzc1FWdmI5R0tDM3FtQ0hfUXJRQ3JWTGwxMjUtNGtwVDU2dUF0bGprRUV2QW5fVXc?oc=5,2026-06-14T09:31:26.571155
Serge Gnabry,Germany,OUT,serious,,22,Why Serge Gnabry is missing the 2026 World Cup for Germany - World Soccer Talk,0.9,https://news.google.com/rss/articles/CBMingFBVV95cUxPdXJ6UzlWVU1DOU9YYzQ3b3FvcWtQRVhFNXg2YmVKWW9td19QTEY3SnF1eG1TMDk3TXNZSGt5T2JqLXl1R21YUXFmX0NyLVNHbFhjbFIwbzNZSU9BN2MxSE8wM2d0NTg5N2doLUEwNDFQRGZpMDJSNWl6QmE1V2MzWHlkbVV1TmpURmN5ckVaRjhfRWFlQWNLaVRsRHc2UdIBogFBVV95cUxORXM1c0FPbmFGNXdVNktWSVRJeUhsQTZTVGQwWDdEWU56S0lva3FGT29JN1dNY24yZkI3aGFQSUtod0gtOVVWaHpVRWh1Ny02Vi1MdFo5c0t5UFNlTHdPLXRYWkVXY3VFTlk0ZE02bUxjUHBVcTZHSUxZS3poemJFMDc2MDl6SzVadHJCTl9WS0VnaW9CM3gydDFSXzE0aUVoaUE?oc=5,2026-06-14T19:44:36.618554
Noa Lang,Netherlands,DOUBT,minor,,26,"Netherlands Injury Report vs. Japan Today: Depay, Verbruggen, Kluivert Updates - PrizePicks",0.7,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQZW91d1ZwYU5Jb2FxMVpIV2oxNEU5NmxDWjUycjF4d0VBbUtidmNxRXNnWDI5RzhjcXV1cVJDMnR0bzlMcW1BZGR3R05EMmstUzVDbXp4QnNfblVndkx6Q2JrN0J4UWNIRzRNY3MwWHFVekpXdXUyamh1ZWNqd1NwN1Q4OEFrTXJ0SXNMVlo5ck1ZZEVjLVc4eDUwWDItWDV4X2tpa1g3Sm1mMHJ4V3BWZ2I4cHJXRDhR?oc=5,2026-06-14T19:44:36.618554
Bart Verbruggen,Netherlands,DOUBT,minor,,26,"Netherlands Injury Report vs. Japan Today: Depay, Verbruggen, Kluivert Updates - PrizePicks",0.8,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQZW91d1ZwYU5Jb2FxMVpIV2oxNEU5NmxDWjUycjF4d0VBbUtidmNxRXNnWDI5RzhjcXV1cVJDMnR0bzlMcW1BZGR3R05EMmstUzVDbXp4QnNfblVndkx6Q2JrN0J4UWNIRzRNY3MwWHFVekpXdXUyamh1ZWNqd1NwN1Q4OEFrTXJ0SXNMVlo5ck1ZZEVjLVc4eDUwWDItWDV4X2tpa1g3Sm1mMHJ4V3BWZ2I4cHJXRDhR?oc=5,2026-06-14T19:44:36.618554
Manuel Neuer,Germany,RETURNED,minor,,28,Manuel Neuer fit to start for Germany vs. Curaçao - Nagelsmann - ESPN,0.85,https://news.google.com/rss/articles/CBMingFBVV95cUxQeGpLQl9NRGUwN2JlMHctNXFEUnNyNHd5Z3JaRnJhamF4MmFZaFBvWWtVS0dVaGRQRUtTU0RlU0pCVDRsTEdOTnRRU0VxUUg2b1NVTTFtRTd6Y1ZVYWxyTmFOcmk1UG50eG9IQUp1OWl0dnY0QTdsU1RTa3h4WHpyeFd2dFNuYWQ2cV8xSWtKc3VYRk1UVjJwLUJoMmZqQQ?oc=5,2026-06-14T19:44:36.618554
Billy Gilmour,Scotland,OUT,serious,,12,Billy Gilmour to support Scotland teammates at World Cup despite injury - ESPN Singapore,0.9,https://news.google.com/rss/articles/CBMiowFBVV95cUxQanhUSGlaRENfZXlLTi14Z3ljbEk3WFVlLXFBTXo0R0VTamNUbnotdWlvQ28xcU5obDI1QktfYlVTNWI1RVdjWUpONzVXOEotLWtkdkxFSThETjNTalh3YVA5aG9TbWRHN2M0dUZKYkpPV1V0c0JMcklsMVc1LW1wVExWb3hKVXVENnhfMk9LWkxKeGwyS05XR2E2em52UEdwUjZZ?oc=5,2026-06-14T19:44:36.618554
Jeremie Frimpong,Netherlands,OUT,serious,,14,Why Jeremie Frimpong is missing the 2026 World Cup for the Netherlands - World Soccer Talk,0.9,https://news.google.com/rss/articles/CBMirgFBVV95cUxNbXNETHVZYkt5UzlCWmZmbzRkVnBFTEhJMEx5SEZCTmdXQjMzNFFsa3RqVm1MNzkxcHFySVVXeE5JQjFkMFVBTmdxak9PU3ZBa2tlMkdaVUFlZU1GUU92eXlScy1DTjQxMDhGZHhxZ0FWMWVfaF9DajVIVzBQLWFzZ1ZNTnVCbTBKMENmcWtIRUtaYjhZM1V5ZWZnUUhHa3BaNk5NdjFjRmkwRmFYRXfSAbIBQVVfeXFMUE81WFFCejMyalV5cXdSMW12U1M0VWhCZ21RbW8tZkFrVjFOaEVGVklUVVBoM24xUW5STjJ3RFdvRjdTYUpnSjVnTE55SlcwMjI2b2lPcGdiVHV4VmRTSHJFVmV6eHo1LWZCak9OS0hrSWJDdmtZdm1Ddkk5UXY5bkhJbUR6clRkYzZGSi1UdWtfejZfd0h3Ny1TS1BUU2tiY3ZGdkRyaVFDaEJ6MGhEWHFNUQ?oc=5,2026-06-14T19:44:36.618554
Lennart Karl,Germany,OUT,serious,,3,Lennart Karl recalls sustaining injury that ruled him out of the World Cup for Germany - Yahoo Sports,0.85,https://news.google.com/rss/articles/CBMikAFBVV95cUxNUTVreDBONjJWcW95QUlyaHhmWXJEbXFPY0c4T3EzUUxmOGYtTWxSS0xORmJEOURHZXNjUUk1cGFPcGZNZ3FIWVYwNUZxT0NrX1BiQ1RMSU1uSzZkX1E1NENMcXBRbjV6R3pZbEFYV2F2bmtoczFKX3Z0ak9Pbjg4cDdqTXlmWE9FdU95dnJEM1Y?oc=5,2026-06-14T19:44:36.618554
Richards,United States,RETURNED,minor,,21,Richards recovers from injury for USA's World Cup campaign - beIN SPORTS,0.82,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPTjhXd2JUUWUtZWQwYjExVnhKUWRpRkJSaEZUbnEza09uSG1YQk9MTS1Jc294NGtQejlHLUxqV0Y1dldyOWdoT2E2MjJOT3BHY3RtTEVjT202QVZOVmpYZTB2alJ0SW9DRzFPenZQTXBtOFZBdW54bldiVkVVX25BeVEzUzVvWjZlQkNyOTBRR1U2UWNmaXUzcTNpTUtMeU41ajh0T05fOERBSVREdW1MejdTRVlhbTBDdTQyS1ZGYTVxVXBOdmFMbkgzdTJIMnZEbGxz?oc=5,2026-06-15T06:27:50.012061
Takefusa Kubo,Japan,DOUBT,serious,,32,"'Japan's ace felled' in first match: Major setback, Kubo's knee injury → Direct substitution request OUT - starnewskorea.com",0.9,https://news.google.com/rss/articles/CBMiekFVX3lxTE9kRmplekczRHFJb1Q5bWJPYlBPQ2hTekczcXY2WTVMd3ZTQ1R6eFVRMGNPQTFZR1RtYUJlb3o5THgwZUZwV3ZKWlJ5d1RaTUZ1d1lkVkEydDVuaGxHa2hhbEtaNFlyWUxtTmNNTFdmUmI0b0hBLU1CZzZn?oc=5,2026-06-15T06:27:50.012061
Kaoru Mitoma,Japan,OUT,,,18,Why is Kaoru Mitoma not playing in Japan vs Netherlands in FIFA World Cup 2026? - Sportstar,0.82,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPTkViRUl6MTJCenRBbHc4NlRrQmVUMDJob1B0OHhiOFljYmgtM1Q1NVFiQkEzOURDOUZBTnI1Q01wLTRraVZOb3RlYkNwdDNDMlZuREYxWnJfS1ZXSEJqbTVBNGVVX251dzBsUExScWVBeGNhUWV2VnBZM2R6aXhSd05wTUEtR3I2YWhOcnBIUlZaSnFvZks0a2s1WTQtMUVYaUZsUm9oMDl2bTNTZkVwNlNtT3FlNUN5S3FnSlVlUWx1U29DbEh4alFCVlZaeFgy0gHXAUFVX3lxTE9uZmtJVHVqZmhNYV82NEwxM2hmZk8teHVGUHZEekJldVlUWHdkUlBscWZhT2J2ZmV2NlJDUnJKbThXVk00VWpyNXZ5R0RhV3kxZ3RfRHRHcHFrMTZSeXdVM2JxVWdra3BYdHQxNUxXN0FLSjVnajh4NmZhMXJmZ1diT3B6M0VkcGI4MW4xbm1aNmFNakVBN1AtNF8xdUNaNEY4Yy04TkRnV0dCc3JueDRxTkhUc0F0TDlYS1FvdjVzeE9HazRhQXJidmFTaHNXbTN4aVh6bHFv?oc=5,2026-06-15T06:27:52.206236
Chris Richards,United States,RETURNED,moderate,,21,Richards recovers from injury for USA's World Cup campaign - beIN SPORTS,0.88,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPTjhXd2JUUWUtZWQwYjExVnhKUWRpRkJSaEZUbnEza09uSG1YQk9MTS1Jc294NGtQejlHLUxqV0Y1dldyOWdoT2E2MjJOT3BHY3RtTEVjT202QVZOVmpYZTB2alJ0SW9DRzFPenZQTXBtOFZBdW54bldiVkVVX25BeVEzUzVvWjZlQkNyOTBRR1U2UWNmaXUzcTNpTUtMeU41ajh0T05fOERBSVREdW1MejdTRVlhbTBDdTQyS1ZGYTVxVXBOdmFMbkgzdTJIMnZEbGxz?oc=5,2026-06-15T06:27:52.206236
Takumi Minamino,Japan,OUT,,,29,Why isn't Takumi Minamino playing for Japan in 2026 World Cup? - bolavip.com,0.82,https://news.google.com/rss/articles/CBMimAFBVV95cUxOb0VYT09OX1ZRek1UM2VUU2dRYW1XUGNuTGVvR1prV1lRN0NjZFphRmV6dVg0ME9vZW9wV3duMFJfOVQzdWhsZnpfeFo3WF81RXZ2aXcxX1V6WlNnYXNLc2NPM0tTS1N1WnNJWnF5RElpWGdCMVdnc21jdWktdUNLWk5xaXN6QzJzYzdFRDZEWTk3dDV5alI2UNIBngFBVV95cUxQbGdkbktmc1lqeURjOWVVSlVnTk9QTkllZFNXb0l5WGJuZ0lKWVFiVG5mM0wyc3Jfb2NURGxQUGFWNXZJMjREb1daeTAyRGpxeFQzc0NvQVZhU080dV92QkxHaHppRE55RGFTZDRSUTMtN3Rza1FPNmtWUURrYUJJSUhuYU9GSXhXcmduVzdLbmNnQXJFUTRVb0kxN0lHZw?oc=5,2026-06-15T06:27:52.206236
Memphis Depay,Netherlands,DOUBT,moderate,,10,Injured Memphis Depay could be close to starting again at World Cup - Sportstar,0.85,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPcHRuZDNjQ29sbTRmckRFbGVxemw2Y0VPcHdLYmt1TmpSMUc1NlNTVURvNEJqeGw5a2s0UEVFMWViTzdSUEp5c1dSOHV3TXh6ZXJkZVBCZm1qbV9FMElTQldfV25RRE1uTnlrMUJta3E4U1pfSW14VzNiYnJscS1pdlAtcjFqR09ZVHlsOS1rZ0xmT1F6ZXQ3R2otbGk0OUVhOEtVdHVyRkpNdnF5V083U3IzcXROQzZFNEZ1ekJULWJoWmhjbmxlTF9qU0R3cmpKWUZyTk1mVXdta3gwU2hV?oc=5,2026-06-15T06:27:52.206236
Wataru Endo,Japan,OUT,serious,,3,Why Wataru Endo isn't playing at the 2026 World Cup with Japan - bolavip.com,0.92,https://news.google.com/rss/articles/CBMimgFBVV95cUxOOW1iYk9nbjRHTW4yZkFkcV9TLVhJamc1Uk1wa2FVSWlaS3FzV1l5TWs0N3dnZ1NreU9lb0VYR0FZNU9naEI0VG9HYWM0ZGp6MHR4b0ppUXJ1T2xkX29MLTF3V1RJYUk3VGpGV2tHVXNyRmZTRXFYdzBSZDlfcDh3S0lDdU0yb0d1VkIwNVpoNE5lY1lkczRUQzN30gGfAUFVX3lxTE5fMVN4c0xvMEYyRkhiVDBtdHlMSzlwR2wwUzNYdk50N3FZNGtNYUtZd01EdzJjdzR0cXJuV05jT0xZV1BEekFiWXEtVk03Rk9yNS1ZR0FRampPTnpJT1RuNnQyRGhBNUppN09FYWZybDZnTS1wbjVKMjNobVd6MnVGaWN1MHhVNlVXcVBuNzVhYU53bHpzeVpqeGpWajNVWQ?oc=5,2026-06-15T06:27:52.206236
Karl,Germany,OUT,serious,,7,Injury forces Karl out of Germany squad - FIFA,0.93,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPWlJxUmlJd29Xcy1hZ1IwUVlvTklxQkZJc3BzTkJfVEJyQWdxei1kN1NpcVY5alBCcUlSNnNiUW02VHdtNDYyX1RxTHItWnlZY0FwamxLUjEyNC1jQmc1R0t1bTdSWGZiTlFPLW1wYmR3bUNRV21ER3pPNzVnLTlOdEFfWWdnUlRtSktfUEpSallUby1Tcnh6eUd0dzdKSVRFdE03TExwOGx3R3FFWFh3bTVJRi1fTDc4?oc=5,2026-06-15T06:27:52.206236
Xavi Simons,Netherlands,OUT,,,5,Why Xavi Simons isn't playing for Netherlands at the World Cup - Yahoo Sports,0.82,https://news.google.com/rss/articles/CBMigwFBVV95cUxPUEZPaExNcGpqSkp4WVhMckNVcWdMRV8yYXJKNlJsTEJVblh3ME1BLVZKZ0ZyTDN3LU5hVDJuX25vTEhEenVpUkJWZmtmUUg5aW5Ra2tGcVVGSzJvMzJqd0FMb1BRSDRWVG83dG5udWJZcUtyZVBxNm5BdW0zU2RuaXE3aw?oc=5,2026-06-15T06:27:52.206236
Takeru Kubo,Japan,DOUBT,moderate,,32,"'Japan's ace felled' in first match: Major setback, Kubo's knee injury → Direct substitution request OUT - starnewskorea.com",0.88,https://news.google.com/rss/articles/CBMiekFVX3lxTE9kRmplekczRHFJb1Q5bWJPYlBPQ2hTekczcXY2WTVMd3ZTQ1R6eFVRMGNPQTFZR1RtYUJlb3o5THgwZUZwV3ZKWlJ5d1RaTUZ1d1lkVkEydDVuaGxHa2hhbEtaNFlyWUxtTmNNTFdmUmI0b0hBLU1CZzZn?oc=5,2026-06-15T06:27:52.206236
Jurrien Timber,Netherlands,OUT,serious,,24,Timber ruled out of 2026 World Cup with groin injury - FotMob,0.95,https://news.google.com/rss/articles/CBMiowFBVV95cUxORGZudDVmQ2JpaEx6UXliLWRvWFIwTlRWa21JMFhueWJLM1JBVUZMeWN1YkNyRWRuSHZOTWFDOXFOMUw3TUlzelVEQjhDajZpTWtvQVpYVUpNS3JoNHVkQklWb0JiNFltOFYtdHpXTDBKcUtFQVB5T3AzYmI5eWd2ZTRVdTdybE91M0drS0xmVE00aVIwbUlacEhFb3AxM2hhelVF?oc=5,2026-06-15T06:27:52.206236
Jérémy Doku,Belgium,DOUBT,moderate,,7,FIFA World Cup 2026: Doku Availability in Doubt for World Cup Knockout Stages - Revsportz,0.72,https://news.google.com/rss/articles/CBMinwFBVV95cUxNTEdTUUlMb2x2T2UwTGF2bEwwOVRRMUk5cm13OE1IR2Z2dDk5UnBLRHNCUXZaVXRuSVFrN3U0RXNxcDJkYWNiN3UzZ0ZHM0NrSGVsZm5tRjd5bEM0Z3o2dmJTSkRyYmxOOWpJdlJNUExJVnVPZGJnN0VBa2hBNHRMMEZDMy1Lc21Cbld4c3lJMUJVcGtTdjJrMVlzZjFfZmPSAacBQVVfeXFMT1pLWmU4RnAzd0ozNkxWb0lvdGMzMy1Rb3lDQVA2Nm5FblBNV3ZSUkdvUjNwUndvdkhydThsTXhvMGMzdjV0QmliWWJqd1RfMEFPdGg5TkFNTm53VWhWVjhneUFDVHQtNWxBWlZ1MHdhSXdXeV9lVndxLWZWOEZseXczNjFvRDI0X05zQmNmWkgwd3cxczZLRGdlOWVYSVZnWDltWjJiakU?oc=5,2026-06-16T15:01:08.112611
Bukayo Saka,England,DOUBT,moderate,,21,Saka says he is gambling on fitness but 'ready to go' for England's date with Croatia - The Guardian,0.88,https://news.google.com/rss/articles/CBMimAFBVV95cUxPUEo1ZVRtQVRHOE13Sl81X3VoNEltMWZRWEVqTkJ0U0lFV0Z3d1BMNGt5dlZVNGRzRFJzSkZnUFlwRi1FeWZ1RVpIS2xpYlJYVW1La3NCRExxZ2RuWXR3TVZGQlB4c1JiM1ZPdkVCX2s0cmVkYWpaUWpSTGRCd1F6UE5za2t1UlN4b0ZTSXJOa1BlVmtBaU44Xw?oc=5,2026-06-16T15:01:10.706330
Julian Alvarez,Argentina,RETURNED,minor,,22,"FIFA World Cup: Argentina receive triple boost as Messi, Alvarez return from injury ahead of title defence - WION",0.85,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPS2lweVA1eHdlUlhLdWw4c0lMcnlIR1dVTHVaVlBRZFd4aU0taFRBQWdZOWlHM1lNU1dKUWFNdVRreWJYalZESVdyd3FOV2JNX1ZiV09aU3NldkdKaGMwdnBDV25tLUV4Wnl1amN4U2N3NUlLNjNIWURyb2l4TnZOdTU0dU5DaDJPdnlZWG9tMnZoMG1GaFktUExtQlFOWTIza3pZcXZ5dUs0UjhaaWNHQkU2cl9pc0lSYUJILWRSUk1LX0l4dUhNaE82cEJ6MG9tYW40dDlTQ0dLczBHOFdTbW43VFAyc2xLejVR0gHwAUFVX3lxTE9NN2tkb2c2OFpMR1Nuc2FtdnAwU2lSWXJVS3pSYnBoZE9FWklTU0I0UUJad18wcjNTVUlYT1lFeXlLelpnNHYxZUxxYXhGLXhrSEIzakswaUxtcmNkMXE1VGw4d1IyeU1vNmRGMGFYbFNzQ2Exc2htT2p2RzBlNURETE1iNWJHVWZJMGpvQnN2djdnVkgyOUtiTDRhYzZWUkpPSlBlVjZiSVFQMVVJcW96S1lUN2xNUmFOczZyZ1VKcnJaS3hzX0g5SHNtNHpWaHF5M3M3SWRBb0g0Yk1mNGJweURpOHJETGNIOTNUamo1bQ?oc=5,2026-06-16T15:01:10.706330
Eder Militao,Brazil,OUT,serious,,24,Why Eder Militao isn't playing the 2026 World Cup for Brazil - bolavip.com,0.82,https://news.google.com/rss/articles/CBMilwFBVV95cUxNbDFDRC1WaFNBamhWcWlManBfbTdtLVFRanVrZ2lqVWRadW92RkoxaDBDYTNFRkk2RFdRNDk4STFsa2VlMFpMdXJZaS1QN2I3WkoxR0lIT1Vuc1hZaXhnaHFKY0JTb3pxYUxRQXg0eDAwMzM1ZDRrTG1nTWhHU0dENDBHQVB0RlFyLW0wb2wxa2JKbWt3YW000gGcAUFVX3lxTE9jQl9WUGNsRUpUTllrT0FGbnRnNGVrSWdfMWlmbGE2d2owamFJTG45eW9pWWhuRGk1cFNQRjZoUlZuX2R0SlJSN1VDdmFVU0pub3o0bjRiSUtRX0VLMVJoS2pjcGV2bEItWTRfanRkSzBDS3lfZmUtZHVCSm5nb2d5V2lwQUNTZFBiUUM5dHFGNElTMFpnNHROX0xwLQ?oc=5,2026-06-16T15:01:10.706330
Marko Garbett,New Zealand,OUT,serious,,10,New Zealand's Garbett ruled out of World Cup with injury - Reuters,0.95,https://news.google.com/rss/articles/CBMipAFBVV95cUxOZGxFb3BySDlOc0VHLWRzOWFwRWtCQzE1WHdXR3p3dzdTWmpmd0puZUtWbEpIOWdTMlFSQVlwZlZCS2dsMzlhR0RIMmVJNFppbVRZdjh1SFFaTmoxYnp1QUppV2E2eFhkNUc4VUo4T21jWHAxbC1GV3RlMTYzUEtyZkFIVFF4d3lTTzh4REYyLUt4U3k1d3VjU1Y2b3hodndMSWV4Nw?oc=5,2026-06-16T15:01:10.706330
Noussair Mazraoui,Morocco,DOUBT,moderate,,35,Huge Noussair Mazraoui injury update ahead of Morocco's World Cup campaign - Yahoo Sports,0.88,https://news.google.com/rss/articles/CBMijAFBVV95cUxPWUlEWUJRbzZmU0lueXVZLVZ0Nkc5WE1aYTcya3hTR21lRXc1WWh2TXU1MmJnY3BBX1BoMUMxaXpVTVZBcVpVMGhzdDR1V2lfZkNZbE4xcG5BOF9IZTk0T3BRVVc3TnBfeUxZQmYwTndKcjBVUHZTekxXOXhVZnZQTkhCakpQanpBMjdwcg?oc=5,2026-06-16T15:01:10.706330
Aleksandar Karl,Germany,OUT,serious,,33,Germany's young midfield star Karl ruled out of World Cup after injury in training - MSN,0.85,https://news.google.com/rss/articles/CBMikgJBVV95cUxQQ29peENNelZTTGlJeV9tVEdWM0pMV0tuLUU0aGc3SWVEN3FMN2lJRV9GUVZDX0pkVHlRaFlHRG5LYWtweGlzTVpnVzNjSDJlWTRzMjY3LVZpWlFnY2tFdlBJb3NPSUVVb0NodnBtTHhpUjYzSnFKejJuMWpuT1BhZHZpQVB5MWlrX2FPS3hmNXFYQ2JiQU5EWERLTWJmRFd5NGNrLUJMcVlaRVFDYXViSzJVYzVmdFhWUWRwbm1hV3pVMDE5d3ZSNXNBVm9KQktIUldJenU5NXhrWXVzd180S3BuRTh2SWg4NmtfTmxTSzVrTTdrMmgzREhZa3BBZ1lnaWo3eHFhX3ZGTS1DN29PSmFB?oc=5,2026-06-16T15:01:10.706330
Jeremy Doku,Belgium,DOUBT,moderate,,7,FIFA World Cup 2026: Doku Availability in Doubt for World Cup Knockout Stages - Revsportz,0.72,https://news.google.com/rss/articles/CBMinwFBVV95cUxNTEdTUUlMb2x2T2UwTGF2bEwwOVRRMUk5cm13OE1IR2Z2dDk5UnBLRHNCUXZaVXRuSVFrN3U0RXNxcDJkYWNiN3UzZ0ZHM0NrSGVsZm5tRjd5bEM0Z3o2dmJTSkRyYmxOOWpJdlJNUExJVnVPZGJnN0VBa2hBNHRMMEZDMy1Lc21Cbld4c3lJMUJVcGtTdjJrMVlzZjFfZmPSAacBQVVfeXFMT1pLWmU4RnAzd0ozNkxWb0lvdGMzMy1Rb3lDQVA2Nm5FblBNV3ZSUkdvUjNwUndvdkhydThsTXhvMGMzdjV0QmliWWJqd1RfMEFPdGg5TkFNTm53VWhWVjhneUFDVHQtNWxBWlZ1MHdhSXdXeV9lVndxLWZWOEZseXczNjFvRDI0X05zQmNmWkgwd3cxczZLRGdlOWVYSVZnWDltWjJiakU?oc=5,2026-06-16T15:01:10.706330
Matt Garbett,New Zealand,OUT,serious,,11,"Injured Matt Garbett ruled out of New Zealand's World Cup squad, replaced by Logan Rogerson - The Washington Post",0.95,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQVWppaENmVTl2d2ZSd1Q0ak45YTB1VnJwN2JKeTR4Vk85NkM1eEN3aHB5WVVOWDd6bVplOHZmTHdZNDlsYjVLMGEtbjlndUxnRXMyalQwaGpKYksxcEpsd25CdDB4cmRiVkE1OGl0em1UTGJXZkFtcHFQcE9xMTljZERyd25DVm1pX3ZMaTBVOW1taWF1MnZhYnZJbUhqMlNnaTZnWjhKX3hVNGdCNUZhZjdaNkU0cmhqc1pkbFd6YnVYNWlkNHlEa000RTdQbkZocl8xbHBOMXNBMUlWR2c?oc=5,2026-06-17T07:29:06.137396
Dudinha,Brazil,OUT,serious,,25,"Brazil's Dudinha injured ACL, meniscus in physical 1-0 loss to U.S. - The New York Times",0.92,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQTlRsalN0YWNDZjd5OWUzaFhfZllUSnQ5Rzk3MnJuRHY5VDA1aEFsVjU1SnJucDMwS0R1V2U4blB3cTlUYWFBTUt3S2lTNFVaUk5NZmg0aFBzWHliTTVlMWN6T1lsNnlrMWVxekNBVFpsalFNQ192R3BMX09Rc2RmQzNkcU1OSEhPbEFlMy1SdTJxbEpDbkd0Zm1sRHFBZG02VWlCanpGT1o?oc=5,2026-06-17T07:29:06.137396
Alphonso Davies,Canada,DOUBT,moderate,,20,Alphonso Davies and the mystery of Canada's most contemplated hamstring - The Globe and Mail,0.75,https://news.google.com/rss/articles/CBMimgFBVV95cUxNTmllbktqUFV6MGdaaVp5SzkxeHJqaGhZb2ktQ2V1Q2Q0SXlHU2FDYUhhLWltOFFoc3dRT3lEZWtlalJseFlTTnpSZ0Zpc05DeGRCUmVnMk1PX2VXYUdZejZYWTBwR2xlUURNckZrWmFMTnB3QTNqbTVMVnBDd04xWWhSbE12SjF6a0dtOHF4Uk5HSGQyUmNxWXFR?oc=5,2026-06-17T07:29:06.137396
Lamine Yamal,Spain,RETURNED,minor,,2,"World Cup injury tracker: Lamine Yamal, Neymar and Christian Pulisic latest updates - The Independent",0.8,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNUkZZZXJuWHUzcFNNcHZibFF6WU9NVHhidXBPLXJKVkJvRG1YTVpHWG8tNW5QMU9XMXlJejdjakFZZlNZd2szaWdaMHR1S293bTY5cURMblpOa05pc2I2MEx6R0NDZm9lQjVWMExIbFVONXNNYlJ3Y2FDNnhiQkd6aUtDcThIMGxwX0xiXzYwd0dSaVBmUEpldWVXcmpJRk9aaFlfcC1UYmd4SU0tLUhSZ284WmlnSkd5ZEJfOGM5alVsSUU?oc=5,2026-06-17T07:29:06.137396
Christian Pulisic,United States,DOUBT,moderate,,9,USMNT's Christian Pulisic injury update raises eyebrows at World Cup - New York Post,0.85,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNcHRXMXdEdWdpcW1UcjZvVXZwdVVJVG56ZGdFOHd4Y1cybGpaY3RJSUotdXF0MXp0cG1ENXA1blBLTFZRR29hMjNNWF80Q29aVjI1ZDR3ZGgzQWR5NzhJYlZsZEN4enctX2lqWVcyVmU4cWpWX2Z0ZjgzRm9tcGVuSXVUaHlUMFI2dDBGMHFTeE5fRFhKZWpBbTdNWkFNT2Z5eGc2VHFqZzI?oc=5,2026-06-17T07:29:06.137396
Kylian Mbappé,France,DOUBT,minor,,26,"Kylian Mbappé, Lionel Messi deal with injury scares ahead of World Cup - MassLive",0.72,https://news.google.com/rss/articles/CBMitAFBVV95cUxNU0dkamxHNDlaUW1pU0t6bjAxYmVYd0hMUUJPd2ZGNWNNZ05UN25kSm12c1VFNXRsdEZnc3ZYM3ZvVkVKQjhYdUhVSUNBNXU3ckM1R0NsRTVrb1VtTzZpMEcwTjZRbVN4M3F5aFh3N2s4TEo2NzBscVc4dGk2NWJjYV83RGNrVWtZb1hwRmR2MUZPTXVIcmdHYVFXT3I3SDF3VDZBZ2ttSnR1VzlyRkpOZWpWTC0?oc=5,2026-06-17T07:29:06.137396
Ronald Araujo,Uruguay,DOUBT,moderate,,19,'We feel responsible' - Marcelo Bielsa takes blame for Ronald Araujo's injury at World Cup 2026 - Barca Blaugranes,0.82,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQMkd6bHlmbUhPMFpaUUFNTUFuVnk1Qkkzd0Vub1JtRXhIOTRzYTVHSWpUYi14SmhvWlFuc0pxWjV4a1RIQnRqLTlrMGUyTzAtcUFqV1ZXNlZVQUpQa3lheUhIeDEya0V4RWRzd0lib05aSVNJbkJWclR1d08tQ1RpbERoTE5FZWFlMk5pWTlzelZ6R0ZWQ0xkRUFfMERsWEY5S0xXMUtkNmVvSXRYTTJuQjVxRmpJUGpBYVVmVkRmTW8teGVhLWo0WkxqTlpQV29oTVZ4OWRnallzNF8yRmNLLTdURQ?oc=5,2026-06-17T07:29:06.137396
